"Notes"	"Cancer Sites"	"Cancer Sites Code"	"Year"	"Year Code"	"States"	"States Code"	Count
	"Hodgkin - Nodal"	"33011"	"2003"	"2003"	"Iowa"	"19"	91
	"Hodgkin - Nodal"	"33011"	"2004"	"2004"	"Iowa"	"19"	84
	"Hodgkin - Nodal"	"33011"	"2005"	"2005"	"Iowa"	"19"	89
	"Hodgkin - Nodal"	"33011"	"2006"	"2006"	"Iowa"	"19"	93
	"Hodgkin - Nodal"	"33011"	"2007"	"2007"	"Iowa"	"19"	102
	"Hodgkin - Nodal"	"33011"	"2008"	"2008"	"Iowa"	"19"	95
	"Hodgkin - Nodal"	"33011"	"2009"	"2009"	"Iowa"	"19"	79
	"Hodgkin - Nodal"	"33011"	"2010"	"2010"	"Iowa"	"19"	92
	"Hodgkin - Nodal"	"33011"	"2011"	"2011"	"Iowa"	"19"	93
	"Hodgkin - Nodal"	"33011"	"2012"	"2012"	"Iowa"	"19"	94
	"Hodgkin - Nodal"	"33011"	"2013"	"2013"	"Iowa"	"19"	103
	"Hodgkin - Nodal"	"33011"	"2014"	"2014"	"Iowa"	"19"	90
	"Hodgkin - Nodal"	"33011"	"2015"	"2015"	"Iowa"	"19"	97
	"Hodgkin - Nodal"	"33011"	"2016"	"2016"	"Iowa"	"19"	100
	"Hodgkin - Nodal"	"33011"	"2017"	"2017"	"Iowa"	"19"	82
	"Hodgkin - Nodal"	"33011"	"2018"	"2018"	"Iowa"	"19"	79
	"Hodgkin - Nodal"	"33011"	"2019"	"2019"	"Iowa"	"19"	86
	"Hodgkin - Nodal"	"33011"	"2020"	"2020"	"Iowa"	"19"	87
	"Hodgkin - Nodal"	"33011"	"2021"	"2021"	"Iowa"	"19"	89
	"Hodgkin - Nodal"	"33011"	"2022"	"2022"	"Iowa"	"19"	91
	"Non-Hodgkin Lymphoma"	"33041-33042"	"1999"	"1999"	"Iowa"	"19"	641
	"Non-Hodgkin Lymphoma"	"33041-33042"	"2000"	"2000"	"Iowa"	"19"	661
	"Non-Hodgkin Lymphoma"	"33041-33042"	"2001"	"2001"	"Iowa"	"19"	613
	"Non-Hodgkin Lymphoma"	"33041-33042"	"2002"	"2002"	"Iowa"	"19"	698
	"Non-Hodgkin Lymphoma"	"33041-33042"	"2003"	"2003"	"Iowa"	"19"	655
	"Non-Hodgkin Lymphoma"	"33041-33042"	"2004"	"2004"	"Iowa"	"19"	737
	"Non-Hodgkin Lymphoma"	"33041-33042"	"2005"	"2005"	"Iowa"	"19"	706
	"Non-Hodgkin Lymphoma"	"33041-33042"	"2006"	"2006"	"Iowa"	"19"	725
	"Non-Hodgkin Lymphoma"	"33041-33042"	"2007"	"2007"	"Iowa"	"19"	794
	"Non-Hodgkin Lymphoma"	"33041-33042"	"2008"	"2008"	"Iowa"	"19"	806
	"Non-Hodgkin Lymphoma"	"33041-33042"	"2009"	"2009"	"Iowa"	"19"	783
	"Non-Hodgkin Lymphoma"	"33041-33042"	"2010"	"2010"	"Iowa"	"19"	825
	"Non-Hodgkin Lymphoma"	"33041-33042"	"2011"	"2011"	"Iowa"	"19"	785
	"Non-Hodgkin Lymphoma"	"33041-33042"	"2012"	"2012"	"Iowa"	"19"	820
	"Non-Hodgkin Lymphoma"	"33041-33042"	"2013"	"2013"	"Iowa"	"19"	788
	"Non-Hodgkin Lymphoma"	"33041-33042"	"2014"	"2014"	"Iowa"	"19"	821
	"Non-Hodgkin Lymphoma"	"33041-33042"	"2015"	"2015"	"Iowa"	"19"	825
	"Non-Hodgkin Lymphoma"	"33041-33042"	"2016"	"2016"	"Iowa"	"19"	767
	"Non-Hodgkin Lymphoma"	"33041-33042"	"2017"	"2017"	"Iowa"	"19"	814
	"Non-Hodgkin Lymphoma"	"33041-33042"	"2018"	"2018"	"Iowa"	"19"	849
	"Non-Hodgkin Lymphoma"	"33041-33042"	"2019"	"2019"	"Iowa"	"19"	868
	"Non-Hodgkin Lymphoma"	"33041-33042"	"2020"	"2020"	"Iowa"	"19"	867
	"Non-Hodgkin Lymphoma"	"33041-33042"	"2021"	"2021"	"Iowa"	"19"	844
	"Non-Hodgkin Lymphoma"	"33041-33042"	"2022"	"2022"	"Iowa"	"19"	893
	"NHL - Nodal"	"33041"	"1999"	"1999"	"Iowa"	"19"	439
	"NHL - Nodal"	"33041"	"2000"	"2000"	"Iowa"	"19"	481
	"NHL - Nodal"	"33041"	"2001"	"2001"	"Iowa"	"19"	435
	"NHL - Nodal"	"33041"	"2002"	"2002"	"Iowa"	"19"	503
	"NHL - Nodal"	"33041"	"2003"	"2003"	"Iowa"	"19"	456
	"NHL - Nodal"	"33041"	"2004"	"2004"	"Iowa"	"19"	518
	"NHL - Nodal"	"33041"	"2005"	"2005"	"Iowa"	"19"	489
	"NHL - Nodal"	"33041"	"2006"	"2006"	"Iowa"	"19"	492
	"NHL - Nodal"	"33041"	"2007"	"2007"	"Iowa"	"19"	550
	"NHL - Nodal"	"33041"	"2008"	"2008"	"Iowa"	"19"	553
	"NHL - Nodal"	"33041"	"2009"	"2009"	"Iowa"	"19"	544
	"NHL - Nodal"	"33041"	"2010"	"2010"	"Iowa"	"19"	565
	"NHL - Nodal"	"33041"	"2011"	"2011"	"Iowa"	"19"	521
	"NHL - Nodal"	"33041"	"2012"	"2012"	"Iowa"	"19"	538
	"NHL - Nodal"	"33041"	"2013"	"2013"	"Iowa"	"19"	538
	"NHL - Nodal"	"33041"	"2014"	"2014"	"Iowa"	"19"	552
	"NHL - Nodal"	"33041"	"2015"	"2015"	"Iowa"	"19"	568
	"NHL - Nodal"	"33041"	"2016"	"2016"	"Iowa"	"19"	543
	"NHL - Nodal"	"33041"	"2017"	"2017"	"Iowa"	"19"	575
	"NHL - Nodal"	"33041"	"2018"	"2018"	"Iowa"	"19"	591
	"NHL - Nodal"	"33041"	"2019"	"2019"	"Iowa"	"19"	582
	"NHL - Nodal"	"33041"	"2020"	"2020"	"Iowa"	"19"	617
	"NHL - Nodal"	"33041"	"2021"	"2021"	"Iowa"	"19"	588
	"NHL - Nodal"	"33041"	"2022"	"2022"	"Iowa"	"19"	625
	"NHL - Extranodal"	"33042"	"1999"	"1999"	"Iowa"	"19"	202
	"NHL - Extranodal"	"33042"	"2000"	"2000"	"Iowa"	"19"	180
	"NHL - Extranodal"	"33042"	"2001"	"2001"	"Iowa"	"19"	178
	"NHL - Extranodal"	"33042"	"2002"	"2002"	"Iowa"	"19"	195
	"NHL - Extranodal"	"33042"	"2003"	"2003"	"Iowa"	"19"	199
	"NHL - Extranodal"	"33042"	"2004"	"2004"	"Iowa"	"19"	219
	"NHL - Extranodal"	"33042"	"2005"	"2005"	"Iowa"	"19"	217
	"NHL - Extranodal"	"33042"	"2006"	"2006"	"Iowa"	"19"	233
	"NHL - Extranodal"	"33042"	"2007"	"2007"	"Iowa"	"19"	244
	"NHL - Extranodal"	"33042"	"2008"	"2008"	"Iowa"	"19"	253
	"NHL - Extranodal"	"33042"	"2009"	"2009"	"Iowa"	"19"	239
	"NHL - Extranodal"	"33042"	"2010"	"2010"	"Iowa"	"19"	260
	"NHL - Extranodal"	"33042"	"2011"	"2011"	"Iowa"	"19"	264
	"NHL - Extranodal"	"33042"	"2012"	"2012"	"Iowa"	"19"	282
	"NHL - Extranodal"	"33042"	"2013"	"2013"	"Iowa"	"19"	250
	"NHL - Extranodal"	"33042"	"2014"	"2014"	"Iowa"	"19"	269
	"NHL - Extranodal"	"33042"	"2015"	"2015"	"Iowa"	"19"	257
	"NHL - Extranodal"	"33042"	"2016"	"2016"	"Iowa"	"19"	224
	"NHL - Extranodal"	"33042"	"2017"	"2017"	"Iowa"	"19"	239
	"NHL - Extranodal"	"33042"	"2018"	"2018"	"Iowa"	"19"	258
	"NHL - Extranodal"	"33042"	"2019"	"2019"	"Iowa"	"19"	286
	"NHL - Extranodal"	"33042"	"2020"	"2020"	"Iowa"	"19"	250
	"NHL - Extranodal"	"33042"	"2021"	"2021"	"Iowa"	"19"	256
	"NHL - Extranodal"	"33042"	"2022"	"2022"	"Iowa"	"19"	268
	"Myeloma"	"34000"	"1999"	"1999"	"Iowa"	"19"	165
	"Myeloma"	"34000"	"2000"	"2000"	"Iowa"	"19"	199
	"Myeloma"	"34000"	"2001"	"2001"	"Iowa"	"19"	223
	"Myeloma"	"34000"	"2002"	"2002"	"Iowa"	"19"	192
	"Myeloma"	"34000"	"2003"	"2003"	"Iowa"	"19"	192
	"Myeloma"	"34000"	"2004"	"2004"	"Iowa"	"19"	188
	"Myeloma"	"34000"	"2005"	"2005"	"Iowa"	"19"	201
	"Myeloma"	"34000"	"2006"	"2006"	"Iowa"	"19"	199
	"Myeloma"	"34000"	"2007"	"2007"	"Iowa"	"19"	204
	"Myeloma"	"34000"	"2008"	"2008"	"Iowa"	"19"	205
	"Myeloma"	"34000"	"2009"	"2009"	"Iowa"	"19"	216
	"Myeloma"	"34000"	"2010"	"2010"	"Iowa"	"19"	250
	"Myeloma"	"34000"	"2011"	"2011"	"Iowa"	"19"	257
	"Myeloma"	"34000"	"2012"	"2012"	"Iowa"	"19"	245
	"Myeloma"	"34000"	"2013"	"2013"	"Iowa"	"19"	266
	"Myeloma"	"34000"	"2014"	"2014"	"Iowa"	"19"	287
	"Myeloma"	"34000"	"2015"	"2015"	"Iowa"	"19"	276
	"Myeloma"	"34000"	"2016"	"2016"	"Iowa"	"19"	278
	"Myeloma"	"34000"	"2017"	"2017"	"Iowa"	"19"	309
	"Myeloma"	"34000"	"2018"	"2018"	"Iowa"	"19"	304
	"Myeloma"	"34000"	"2019"	"2019"	"Iowa"	"19"	326
	"Myeloma"	"34000"	"2020"	"2020"	"Iowa"	"19"	309
	"Myeloma"	"34000"	"2021"	"2021"	"Iowa"	"19"	313
	"Myeloma"	"34000"	"2022"	"2022"	"Iowa"	"19"	311
	"Leukemias"	"35011-35043"	"1999"	"1999"	"Iowa"	"19"	489
	"Leukemias"	"35011-35043"	"2000"	"2000"	"Iowa"	"19"	513
	"Leukemias"	"35011-35043"	"2001"	"2001"	"Iowa"	"19"	563
	"Leukemias"	"35011-35043"	"2002"	"2002"	"Iowa"	"19"	542
	"Leukemias"	"35011-35043"	"2003"	"2003"	"Iowa"	"19"	561
	"Leukemias"	"35011-35043"	"2004"	"2004"	"Iowa"	"19"	557
	"Leukemias"	"35011-35043"	"2005"	"2005"	"Iowa"	"19"	545
	"Leukemias"	"35011-35043"	"2006"	"2006"	"Iowa"	"19"	551
	"Leukemias"	"35011-35043"	"2007"	"2007"	"Iowa"	"19"	510
	"Leukemias"	"35011-35043"	"2008"	"2008"	"Iowa"	"19"	522
	"Leukemias"	"35011-35043"	"2009"	"2009"	"Iowa"	"19"	573
	"Leukemias"	"35011-35043"	"2010"	"2010"	"Iowa"	"19"	594
	"Leukemias"	"35011-35043"	"2011"	"2011"	"Iowa"	"19"	648
	"Leukemias"	"35011-35043"	"2012"	"2012"	"Iowa"	"19"	614
	"Leukemias"	"35011-35043"	"2013"	"2013"	"Iowa"	"19"	643
	"Leukemias"	"35011-35043"	"2014"	"2014"	"Iowa"	"19"	649
	"Leukemias"	"35011-35043"	"2015"	"2015"	"Iowa"	"19"	660
	"Leukemias"	"35011-35043"	"2016"	"2016"	"Iowa"	"19"	718
	"Leukemias"	"35011-35043"	"2017"	"2017"	"Iowa"	"19"	641
	"Leukemias"	"35011-35043"	"2018"	"2018"	"Iowa"	"19"	685
	"Leukemias"	"35011-35043"	"2019"	"2019"	"Iowa"	"19"	682
	"Leukemias"	"35011-35043"	"2020"	"2020"	"Iowa"	"19"	594
	"Leukemias"	"35011-35043"	"2021"	"2021"	"Iowa"	"19"	732
	"Leukemias"	"35011-35043"	"2022"	"2022"	"Iowa"	"19"	720
	"Acute Lymphocytic Leukemia"	"35011"	"1999"	"1999"	"Iowa"	"19"	38
	"Acute Lymphocytic Leukemia"	"35011"	"2000"	"2000"	"Iowa"	"19"	39
	"Acute Lymphocytic Leukemia"	"35011"	"2001"	"2001"	"Iowa"	"19"	46
	"Acute Lymphocytic Leukemia"	"35011"	"2002"	"2002"	"Iowa"	"19"	43
	"Acute Lymphocytic Leukemia"	"35011"	"2003"	"2003"	"Iowa"	"19"	42
	"Acute Lymphocytic Leukemia"	"35011"	"2004"	"2004"	"Iowa"	"19"	36
	"Acute Lymphocytic Leukemia"	"35011"	"2005"	"2005"	"Iowa"	"19"	39
	"Acute Lymphocytic Leukemia"	"35011"	"2006"	"2006"	"Iowa"	"19"	38
	"Acute Lymphocytic Leukemia"	"35011"	"2007"	"2007"	"Iowa"	"19"	45
	"Acute Lymphocytic Leukemia"	"35011"	"2008"	"2008"	"Iowa"	"19"	35
	"Acute Lymphocytic Leukemia"	"35011"	"2009"	"2009"	"Iowa"	"19"	52
	"Acute Lymphocytic Leukemia"	"35011"	"2010"	"2010"	"Iowa"	"19"	50
	"Acute Lymphocytic Leukemia"	"35011"	"2011"	"2011"	"Iowa"	"19"	58
	"Acute Lymphocytic Leukemia"	"35011"	"2012"	"2012"	"Iowa"	"19"	42
	"Acute Lymphocytic Leukemia"	"35011"	"2013"	"2013"	"Iowa"	"19"	50
	"Acute Lymphocytic Leukemia"	"35011"	"2014"	"2014"	"Iowa"	"19"	42
	"Acute Lymphocytic Leukemia"	"35011"	"2015"	"2015"	"Iowa"	"19"	51
	"Acute Lymphocytic Leukemia"	"35011"	"2016"	"2016"	"Iowa"	"19"	62
	"Acute Lymphocytic Leukemia"	"35011"	"2017"	"2017"	"Iowa"	"19"	52
	"Acute Lymphocytic Leukemia"	"35011"	"2018"	"2018"	"Iowa"	"19"	45
	"Acute Lymphocytic Leukemia"	"35011"	"2019"	"2019"	"Iowa"	"19"	57
	"Acute Lymphocytic Leukemia"	"35011"	"2020"	"2020"	"Iowa"	"19"	46
	"Acute Lymphocytic Leukemia"	"35011"	"2021"	"2021"	"Iowa"	"19"	50
	"Acute Lymphocytic Leukemia"	"35011"	"2022"	"2022"	"Iowa"	"19"	60
	"Chronic Lymphocytic Leukemia"	"35012"	"1999"	"1999"	"Iowa"	"19"	186
	"Chronic Lymphocytic Leukemia"	"35012"	"2000"	"2000"	"Iowa"	"19"	216
	"Chronic Lymphocytic Leukemia"	"35012"	"2001"	"2001"	"Iowa"	"19"	244
	"Chronic Lymphocytic Leukemia"	"35012"	"2002"	"2002"	"Iowa"	"19"	237
	"Chronic Lymphocytic Leukemia"	"35012"	"2003"	"2003"	"Iowa"	"19"	234
	"Chronic Lymphocytic Leukemia"	"35012"	"2004"	"2004"	"Iowa"	"19"	252
	"Chronic Lymphocytic Leukemia"	"35012"	"2005"	"2005"	"Iowa"	"19"	256
	"Chronic Lymphocytic Leukemia"	"35012"	"2006"	"2006"	"Iowa"	"19"	275
	"Chronic Lymphocytic Leukemia"	"35012"	"2007"	"2007"	"Iowa"	"19"	230
	"Chronic Lymphocytic Leukemia"	"35012"	"2008"	"2008"	"Iowa"	"19"	237
	"Chronic Lymphocytic Leukemia"	"35012"	"2009"	"2009"	"Iowa"	"19"	253
	"Chronic Lymphocytic Leukemia"	"35012"	"2010"	"2010"	"Iowa"	"19"	256
	"Chronic Lymphocytic Leukemia"	"35012"	"2011"	"2011"	"Iowa"	"19"	272
	"Chronic Lymphocytic Leukemia"	"35012"	"2012"	"2012"	"Iowa"	"19"	254
	"Chronic Lymphocytic Leukemia"	"35012"	"2013"	"2013"	"Iowa"	"19"	247
	"Chronic Lymphocytic Leukemia"	"35012"	"2014"	"2014"	"Iowa"	"19"	293
	"Chronic Lymphocytic Leukemia"	"35012"	"2015"	"2015"	"Iowa"	"19"	284
	"Chronic Lymphocytic Leukemia"	"35012"	"2016"	"2016"	"Iowa"	"19"	281
	"Chronic Lymphocytic Leukemia"	"35012"	"2017"	"2017"	"Iowa"	"19"	259
	"Chronic Lymphocytic Leukemia"	"35012"	"2018"	"2018"	"Iowa"	"19"	297
	"Chronic Lymphocytic Leukemia"	"35012"	"2019"	"2019"	"Iowa"	"19"	289
	"Chronic Lymphocytic Leukemia"	"35012"	"2020"	"2020"	"Iowa"	"19"	252
	"Chronic Lymphocytic Leukemia"	"35012"	"2021"	"2021"	"Iowa"	"19"	296
	"Chronic Lymphocytic Leukemia"	"35012"	"2022"	"2022"	"Iowa"	"19"	322
	"Acute Myeloid Leukemia"	"35021"	"1999"	"1999"	"Iowa"	"19"	138
	"Acute Myeloid Leukemia"	"35021"	"2000"	"2000"	"Iowa"	"19"	140
	"Acute Myeloid Leukemia"	"35021"	"2001"	"2001"	"Iowa"	"19"	140
	"Acute Myeloid Leukemia"	"35021"	"2002"	"2002"	"Iowa"	"19"	142
	"Acute Myeloid Leukemia"	"35021"	"2003"	"2003"	"Iowa"	"19"	140
	"Acute Myeloid Leukemia"	"35021"	"2004"	"2004"	"Iowa"	"19"	151
	"Acute Myeloid Leukemia"	"35021"	"2005"	"2005"	"Iowa"	"19"	125
	"Acute Myeloid Leukemia"	"35021"	"2006"	"2006"	"Iowa"	"19"	123
	"Acute Myeloid Leukemia"	"35021"	"2007"	"2007"	"Iowa"	"19"	111
	"Acute Myeloid Leukemia"	"35021"	"2008"	"2008"	"Iowa"	"19"	140
	"Acute Myeloid Leukemia"	"35021"	"2009"	"2009"	"Iowa"	"19"	143
	"Acute Myeloid Leukemia"	"35021"	"2010"	"2010"	"Iowa"	"19"	157
	"Acute Myeloid Leukemia"	"35021"	"2011"	"2011"	"Iowa"	"19"	155
	"Acute Myeloid Leukemia"	"35021"	"2012"	"2012"	"Iowa"	"19"	179
	"Acute Myeloid Leukemia"	"35021"	"2013"	"2013"	"Iowa"	"19"	194
	"Acute Myeloid Leukemia"	"35021"	"2014"	"2014"	"Iowa"	"19"	173
	"Acute Myeloid Leukemia"	"35021"	"2015"	"2015"	"Iowa"	"19"	197
	"Acute Myeloid Leukemia"	"35021"	"2016"	"2016"	"Iowa"	"19"	227
	"Acute Myeloid Leukemia"	"35021"	"2017"	"2017"	"Iowa"	"19"	182
	"Acute Myeloid Leukemia"	"35021"	"2018"	"2018"	"Iowa"	"19"	199
	"Acute Myeloid Leukemia"	"35021"	"2019"	"2019"	"Iowa"	"19"	196
	"Acute Myeloid Leukemia"	"35021"	"2020"	"2020"	"Iowa"	"19"	180
	"Acute Myeloid Leukemia"	"35021"	"2021"	"2021"	"Iowa"	"19"	216
	"Acute Myeloid Leukemia"	"35021"	"2022"	"2022"	"Iowa"	"19"	219
	"Chronic Myeloid Leukemia"	"35022"	"1999"	"1999"	"Iowa"	"19"	65
	"Chronic Myeloid Leukemia"	"35022"	"2000"	"2000"	"Iowa"	"19"	55
	"Chronic Myeloid Leukemia"	"35022"	"2001"	"2001"	"Iowa"	"19"	68
	"Chronic Myeloid Leukemia"	"35022"	"2002"	"2002"	"Iowa"	"19"	74
	"Chronic Myeloid Leukemia"	"35022"	"2003"	"2003"	"Iowa"	"19"	76
	"Chronic Myeloid Leukemia"	"35022"	"2004"	"2004"	"Iowa"	"19"	63
	"Chronic Myeloid Leukemia"	"35022"	"2005"	"2005"	"Iowa"	"19"	60
	"Chronic Myeloid Leukemia"	"35022"	"2006"	"2006"	"Iowa"	"19"	70
	"Chronic Myeloid Leukemia"	"35022"	"2007"	"2007"	"Iowa"	"19"	69
	"Chronic Myeloid Leukemia"	"35022"	"2008"	"2008"	"Iowa"	"19"	67
	"Chronic Myeloid Leukemia"	"35022"	"2009"	"2009"	"Iowa"	"19"	73
	"Chronic Myeloid Leukemia"	"35022"	"2010"	"2010"	"Iowa"	"19"	67
	"Chronic Myeloid Leukemia"	"35022"	"2011"	"2011"	"Iowa"	"19"	98
	"Chronic Myeloid Leukemia"	"35022"	"2012"	"2012"	"Iowa"	"19"	72
	"Chronic Myeloid Leukemia"	"35022"	"2013"	"2013"	"Iowa"	"19"	88
	"Chronic Myeloid Leukemia"	"35022"	"2014"	"2014"	"Iowa"	"19"	79
	"Chronic Myeloid Leukemia"	"35022"	"2015"	"2015"	"Iowa"	"19"	73
	"Chronic Myeloid Leukemia"	"35022"	"2016"	"2016"	"Iowa"	"19"	88
	"Chronic Myeloid Leukemia"	"35022"	"2017"	"2017"	"Iowa"	"19"	89
	"Chronic Myeloid Leukemia"	"35022"	"2018"	"2018"	"Iowa"	"19"	85
	"Chronic Myeloid Leukemia"	"35022"	"2019"	"2019"	"Iowa"	"19"	85
	"Chronic Myeloid Leukemia"	"35022"	"2020"	"2020"	"Iowa"	"19"	80
	"Chronic Myeloid Leukemia"	"35022"	"2021"	"2021"	"Iowa"	"19"	113
	"Chronic Myeloid Leukemia"	"35022"	"2022"	"2022"	"Iowa"	"19"	72
	"Other Leukemias"	"35041-35043"	"1999"	"1999"	"Iowa"	"19"	62
	"Other Leukemias"	"35041-35043"	"2000"	"2000"	"Iowa"	"19"	63
	"Other Leukemias"	"35041-35043"	"2001"	"2001"	"Iowa"	"19"	65
	"Other Leukemias"	"35041-35043"	"2002"	"2002"	"Iowa"	"19"	46
	"Other Leukemias"	"35041-35043"	"2003"	"2003"	"Iowa"	"19"	69
	"Other Leukemias"	"35041-35043"	"2004"	"2004"	"Iowa"	"19"	55
	"Other Leukemias"	"35041-35043"	"2005"	"2005"	"Iowa"	"19"	65
	"Other Leukemias"	"35041-35043"	"2006"	"2006"	"Iowa"	"19"	45
	"Other Leukemias"	"35041-35043"	"2007"	"2007"	"Iowa"	"19"	55
	"Other Leukemias"	"35041-35043"	"2008"	"2008"	"Iowa"	"19"	43
	"Other Leukemias"	"35041-35043"	"2009"	"2009"	"Iowa"	"19"	52
	"Other Leukemias"	"35041-35043"	"2010"	"2010"	"Iowa"	"19"	64
	"Other Leukemias"	"35041-35043"	"2011"	"2011"	"Iowa"	"19"	65
	"Other Leukemias"	"35041-35043"	"2012"	"2012"	"Iowa"	"19"	67
	"Other Leukemias"	"35041-35043"	"2013"	"2013"	"Iowa"	"19"	64
	"Other Leukemias"	"35041-35043"	"2014"	"2014"	"Iowa"	"19"	62
	"Other Leukemias"	"35041-35043"	"2015"	"2015"	"Iowa"	"19"	55
	"Other Leukemias"	"35041-35043"	"2016"	"2016"	"Iowa"	"19"	60
	"Other Leukemias"	"35041-35043"	"2017"	"2017"	"Iowa"	"19"	59
	"Other Leukemias"	"35041-35043"	"2018"	"2018"	"Iowa"	"19"	59
	"Other Leukemias"	"35041-35043"	"2019"	"2019"	"Iowa"	"19"	55
	"Other Leukemias"	"35041-35043"	"2020"	"2020"	"Iowa"	"19"	36
	"Other Leukemias"	"35041-35043"	"2021"	"2021"	"Iowa"	"19"	57
	"Other Leukemias"	"35041-35043"	"2022"	"2022"	"Iowa"	"19"	47
	"Other Lymphocytic Leukemia"	"35013"	"1999"	"1999"	"Iowa"	"19"	16
	"Other Lymphocytic Leukemia"	"35013"	"2000"	"2000"	"Iowa"	"19"	22
	"Other Lymphocytic Leukemia"	"35013"	"2001"	"2001"	"Iowa"	"19"	22
	"Other Lymphocytic Leukemia"	"35013"	"2002"	"2002"	"Iowa"	"19"	17
	"Other Lymphocytic Leukemia"	"35013"	"2004"	"2004"	"Iowa"	"19"	17
	"Other Lymphocytic Leukemia"	"35013"	"2005"	"2005"	"Iowa"	"19"	21
	"Other Lymphocytic Leukemia"	"35013"	"2007"	"2007"	"Iowa"	"19"	17
	"Other Lymphocytic Leukemia"	"35013"	"2009"	"2009"	"Iowa"	"19"	17
	"Other Lymphocytic Leukemia"	"35013"	"2011"	"2011"	"Iowa"	"19"	18
	"Other Lymphocytic Leukemia"	"35013"	"2012"	"2012"	"Iowa"	"19"	18
	"Other Lymphocytic Leukemia"	"35013"	"2013"	"2013"	"Iowa"	"19"	17
	"Other Lymphocytic Leukemia"	"35013"	"2014"	"2014"	"Iowa"	"19"	24
	"Other Lymphocytic Leukemia"	"35013"	"2017"	"2017"	"Iowa"	"19"	16
	"Other Lymphocytic Leukemia"	"35013"	"2018"	"2018"	"Iowa"	"19"	21
	"Other Lymphocytic Leukemia"	"35013"	"2019"	"2019"	"Iowa"	"19"	20
	"Other Lymphocytic Leukemia"	"35013"	"2021"	"2021"	"Iowa"	"19"	20
	"Other Lymphocytic Leukemia"	"35013"	"2022"	"2022"	"Iowa"	"19"	20
	"Acute Monocytic Leukemia"	"35031"	"2003"	"2003"	"Iowa"	"19"	19
	"Other Acute Leukemia"	"35041"	"1999"	"1999"	"Iowa"	"19"	19
	"Other Acute Leukemia"	"35041"	"2000"	"2000"	"Iowa"	"19"	17
	"Aleukemic, Subleukemic and NOS"	"35043"	"2010"	"2010"	"Iowa"	"19"	25
	"Aleukemic, Subleukemic and NOS"	"35043"	"2011"	"2011"	"Iowa"	"19"	26
	"Aleukemic, Subleukemic and NOS"	"35043"	"2012"	"2012"	"Iowa"	"19"	26
	"Aleukemic, Subleukemic and NOS"	"35043"	"2013"	"2013"	"Iowa"	"19"	18
	"Aleukemic, Subleukemic and NOS"	"35043"	"2014"	"2014"	"Iowa"	"19"	23
	"Aleukemic, Subleukemic and NOS"	"35043"	"2015"	"2015"	"Iowa"	"19"	23
	"Aleukemic, Subleukemic and NOS"	"35043"	"2016"	"2016"	"Iowa"	"19"	21
	"Aleukemic, Subleukemic and NOS"	"35043"	"2017"	"2017"	"Iowa"	"19"	22
	"Aleukemic, Subleukemic and NOS"	"35043"	"2018"	"2018"	"Iowa"	"19"	19
	"Aleukemic, Subleukemic and NOS"	"35043"	"2019"	"2019"	"Iowa"	"19"	20
	"Aleukemic, Subleukemic and NOS"	"35043"	"2020"	"2020"	"Iowa"	"19"	16
	"Aleukemic, Subleukemic and NOS"	"35043"	"2021"	"2021"	"Iowa"	"19"	23
	"Mesothelioma"	"36010"	"1999"	"1999"	"Iowa"	"19"	28
	"Mesothelioma"	"36010"	"2000"	"2000"	"Iowa"	"19"	22
	"Mesothelioma"	"36010"	"2001"	"2001"	"Iowa"	"19"	30
	"Mesothelioma"	"36010"	"2002"	"2002"	"Iowa"	"19"	26
	"Mesothelioma"	"36010"	"2003"	"2003"	"Iowa"	"19"	27
	"Mesothelioma"	"36010"	"2004"	"2004"	"Iowa"	"19"	26
	"Mesothelioma"	"36010"	"2005"	"2005"	"Iowa"	"19"	25
	"Mesothelioma"	"36010"	"2006"	"2006"	"Iowa"	"19"	24
	"Mesothelioma"	"36010"	"2007"	"2007"	"Iowa"	"19"	31
	"Mesothelioma"	"36010"	"2008"	"2008"	"Iowa"	"19"	28
	"Mesothelioma"	"36010"	"2009"	"2009"	"Iowa"	"19"	36
	"Mesothelioma"	"36010"	"2010"	"2010"	"Iowa"	"19"	44
	"Mesothelioma"	"36010"	"2011"	"2011"	"Iowa"	"19"	27
	"Mesothelioma"	"36010"	"2012"	"2012"	"Iowa"	"19"	26
	"Mesothelioma"	"36010"	"2013"	"2013"	"Iowa"	"19"	32
	"Mesothelioma"	"36010"	"2014"	"2014"	"Iowa"	"19"	38
	"Mesothelioma"	"36010"	"2015"	"2015"	"Iowa"	"19"	35
	"Mesothelioma"	"36010"	"2016"	"2016"	"Iowa"	"19"	45
	"Mesothelioma"	"36010"	"2017"	"2017"	"Iowa"	"19"	30
	"Mesothelioma"	"36010"	"2018"	"2018"	"Iowa"	"19"	25
	"Mesothelioma"	"36010"	"2019"	"2019"	"Iowa"	"19"	29
	"Mesothelioma"	"36010"	"2020"	"2020"	"Iowa"	"19"	34
	"Mesothelioma"	"36010"	"2021"	"2021"	"Iowa"	"19"	26
	"Mesothelioma"	"36010"	"2022"	"2022"	"Iowa"	"19"	31
	"Miscellaneous"	"37000"	"1999"	"1999"	"Iowa"	"19"	321
	"Miscellaneous"	"37000"	"2000"	"2000"	"Iowa"	"19"	296
	"Miscellaneous"	"37000"	"2001"	"2001"	"Iowa"	"19"	605
	"Miscellaneous"	"37000"	"2002"	"2002"	"Iowa"	"19"	586
